116.999008 0.000000 0.490145 0.941799 
116.999008 0.900000 0.489838 0.939744 
116.999008 1.800000 0.488927 0.933576 
116.999008 2.700000 0.487460 0.923287 
116.999008 3.600000 0.485486 0.908865 
116.999008 4.500000 0.483208 0.890291 
116.999008 5.400000 0.481146 0.867541 
116.999008 6.300000 0.480791 0.840585 
116.999008 7.200000 0.486631 0.809372 
116.999008 8.099999 0.512389 0.773812 
116.999008 9.000000 0.600196 0.733684 
116.999008 9.900000 0.876206 0.688418 
116.999008 10.799999 1.679191 0.636802 
116.999008 11.700000 3.593619 0.579346 
116.999008 12.599999 5.877934 0.538746 
116.999008 13.500000 4.267318 0.576452 
116.999008 14.400000 2.060693 0.647085 
116.999008 15.299999 1.023589 0.714925 
116.999008 16.199999 0.654904 0.776388 
116.999008 17.100000 0.536834 0.832581 
116.999008 18.000000 0.502768 0.884187 
116.999008 18.900000 0.496061 0.931485 
116.999008 19.799999 0.498178 0.974603 
116.999008 20.699999 0.503034 1.013620 
116.999008 21.599998 0.508562 1.048594 
116.999008 22.500000 0.514043 1.079577 
116.999008 23.400000 0.519179 1.106619 
116.999008 24.299999 0.523811 1.129762 
116.999008 25.199999 0.527816 1.149045 
116.999008 26.099998 0.531148 1.164502 
116.999008 27.000000 0.533729 1.176161 
116.999008 27.900000 0.535497 1.184044 
116.999008 28.799999 0.536441 1.188166 
116.999008 29.699999 0.536514 1.188535 
116.999008 30.599998 0.535727 1.185153 
116.999008 31.500000 0.534095 1.178013 
116.999008 32.399998 0.531653 1.167102 
116.999008 33.299999 0.528457 1.152402 
116.999008 34.200001 0.524555 1.133884 
116.999008 35.099998 0.520027 1.111519 
116.999008 36.000000 0.514953 1.085268 
116.999008 36.899998 0.509444 1.055090 
116.999008 37.799999 0.503644 1.020939 
116.999008 38.700001 0.497873 0.982765 
116.999008 39.599998 0.492894 0.940516 
116.999008 40.500000 0.490884 0.894129 
116.999008 41.399998 0.498301 0.843522 
116.999008 42.299999 0.534991 0.788558 
116.999008 43.199997 0.661908 0.728924 
116.999008 44.099998 1.059670 0.663837 
116.999008 45.000000 2.187173 0.591918 
116.999008 45.899998 4.635208 0.516364 
116.999008 46.799999 6.695549 0.474064 
116.999008 47.699997 4.449782 0.520970 
116.999008 48.599998 2.078156 0.597126 
116.999008 49.500000 1.017942 0.668923 
116.999008 50.399998 0.648043 0.733969 
116.999008 51.299999 0.530834 0.793639 
116.999008 52.199997 0.497403 0.848670 
116.999008 53.099998 0.491100 0.899359 
116.999008 54.000000 0.493521 0.945838 
116.999008 54.899998 0.498668 0.988186 
116.999008 55.799999 0.504521 1.026465 
116.999008 56.699997 0.510399 1.060731 
116.999008 57.599998 0.515987 1.091033 
116.999008 58.500000 0.521127 1.117419 
116.999008 59.399998 0.525733 1.139933 
116.999008 60.299999 0.529712 1.158613 
116.999008 61.199997 0.532966 1.173490 
116.999008 62.099998 0.535478 1.184594 
116.999008 63.000000 0.537169 1.191943 
116.999008 63.899998 0.538011 1.195553 
116.999008 64.799995 0.537969 1.195430 
116.999008 65.699997 0.537071 1.191574 
116.999008 66.599998 0.535350 1.183978 
116.999008 67.500000 0.532809 1.172628 
116.999008 68.400002 0.529482 1.157501 
116.999008 69.299995 0.525471 1.138571 
116.999008 70.199997 0.520831 1.115804 
116.999008 71.099998 0.515660 1.089162 
116.999008 72.000000 0.510047 1.058602 
